carat,cut,colour,clarity,Length,Width,height,depth ratio,table,Grading,price
1.28,Premium,G,VVS2,6.96,6.91,4.31,62.1,58.0,High  ,10716
0.3,Ideal,I,VS2,4.32,4.35,2.69,62.1,54.0, Low  ,438
0.56,Ideal,E,VS1,5.32,5.29,3.25,61.3,55.0,Mid  ,2032
1.01,Premium,G,VS2,6.45,6.41,4.01,62.4,59.0,Mid  ,5787
0.7,Ideal,I,SI1,5.71,5.74,3.5,61.0,57.0,Mid  ,2287
1.61,Ideal,F,VS2,7.49,7.56,4.67,62.1,57.0,High  ,15819
1.2,Ideal,I,SI1,6.75,6.71,4.27,63.5,61.0,Mid  ,5376
0.33,Ideal,E,VS2,4.46,4.47,2.78,62.3,56.0, Low  ,723
0.72,Very Good,E,SI1,5.92,5.96,3.44,57.9,58.0,Mid  ,2610
0.9,Fair,F,SI2,6.01,6.06,3.78,62.6,58.0,Mid  ,3787
0.33,Ideal,F,VS2,4.47,4.5,2.74,61.1,56.0, Low  ,804
0.8,Good,E,VS2,5.82,5.87,3.7,63.3,59.0,Mid  ,3365
1.61,Premium,I,SI1,7.46,7.51,4.64,62.0,58.0,High  ,8978
1.01,Very Good,G,SI1,6.39,6.44,4.0,62.4,58.0,Mid  ,4653
0.5,Very Good,H,IF,5.14,5.03,3.12,61.4,61.0,Mid  ,1923
0.3,Very Good,G,VS1,4.27,4.32,2.7,62.9,58.0, Low  ,605
0.38,Ideal,E,VS2,4.67,4.7,2.88,61.5,55.0, Low  ,813
1.83,Very Good,E,SI2,7.76,7.82,4.89,62.8,56.0,High  ,13134
1.21,Premium,H,VS1,6.88,6.78,4.23,61.9,60.0,Mid  ,6607
1.1,Very Good,J,SI2,6.6,6.63,4.09,61.8,58.0,Mid  ,4283
0.56,Very Good,F,SI1,5.41,5.38,3.24,60.0,57.0,Mid  ,1679
0.71,Good,G,SI1,5.6,5.63,3.6,64.1,58.0,Mid  ,2240
0.35,Very Good,H,VVS2,4.48,4.5,2.83,63.0,55.0, Low  ,706
0.44,Ideal,E,VS2,4.88,4.9,3.05,62.4,57.0,Mid  ,1003
0.3,Premium,D,VS2,4.35,4.38,2.64,60.5,58.0, Low  ,710
0.34,Very Good,F,VVS2,4.51,4.53,2.76,61.0,56.0, Low  ,825
0.5,Premium,G,VS1,5.15,5.19,3.09,59.8,58.0,Mid  ,1624
1.51,Premium,G,VS2,7.42,7.38,4.45,61.1,58.0,High  ,13828
1.06,Ideal,F,VS1,6.55,6.57,4.05,61.7,57.0,High  ,8344
1.5,Premium,F,SI2,7.52,7.48,4.39,58.5,60.0,High  ,7644
0.51,Very Good,E,SI1,5.13,5.18,3.16,61.3,54.0,Mid  ,1438
0.51,Good,F,SI1,5.04,5.08,3.23,63.8,56.0,Mid  ,1220
1.01,Premium,E,VS2,6.46,6.44,4.0,62.0,59.0,High  ,6787
1.03,Ideal,F,VS2,6.48,6.43,4.03,62.4,56.0,High  ,6751
1.55,Ideal,F,VS2,7.44,7.48,4.61,61.8,54.0,High  ,15426
0.9,Premium,G,SI1,6.18,6.13,3.81,61.9,59.0,Mid  ,3669
0.72,Good,F,VS2,5.66,5.6,3.61,64.1,64.0,Mid  ,2589
0.9,Ideal,H,VS2,6.17,6.29,3.84,61.6,57.0,Mid  ,4173
1.09,Very Good,H,SI1,6.57,6.54,4.14,63.2,57.0,Mid  ,4871
1.08,Very Good,G,VS2,6.5,6.54,4.06,62.3,58.0,Mid  ,6415
1.03,Very Good,G,SI2,6.46,6.49,4.03,62.2,56.0,Mid  ,4374
0.36,Ideal,E,VS2,4.56,4.49,2.84,62.8,55.0,Mid  ,1013
0.7,Ideal,F,SI1,5.67,5.65,3.51,62.1,56.0,Mid  ,2596
1.18,Ideal,I,SI1,6.79,6.77,4.21,62.1,56.0,Mid  ,5154
1.03,Very Good,G,I1,6.44,6.34,4.04,63.2,58.0,Mid  ,2988
0.31,Premium,H,VVS2,4.34,4.38,2.64,60.6,60.0, Low  ,625
1.42,Premium,G,VS1,7.29,7.24,4.48,61.7,55.0,High  ,11861
0.9,Very Good,E,SI1,6.18,6.14,3.89,63.1,60.0,Mid  ,4092
1.04,Ideal,I,SI1,6.51,6.47,4.04,62.2,56.0,Mid  ,4484
1.03,Premium,G,SI2,6.53,6.5,3.95,60.6,60.0,Mid  ,4557
0.31,Ideal,G,VVS2,4.4,4.38,2.67,60.8,56.0, Low  ,907
1.0,Good,D,SI2,6.32,6.35,4.02,63.5,59.0,Mid  ,4218
0.46,Ideal,G,SI1,4.99,5.04,3.11,62.0,53.0, Low  ,930
0.52,Ideal,F,VVS1,5.19,5.22,3.19,61.3,55.0,Mid  ,2778
0.3,Premium,J,VS2,4.38,4.34,2.64,60.6,59.0, Low  ,473
1.0,Very Good,I,VS2,6.43,6.32,4.03,63.2,58.0,Mid  ,3265
0.41,Very Good,G,SI1,4.7,4.75,2.97,62.9,56.0, Low  ,719
1.23,Premium,H,VS2,6.94,6.89,4.19,60.6,59.0,Mid  ,6577
0.54,Good,E,SI1,5.37,5.32,3.06,57.2,59.0,Mid  ,1323
0.54,Ideal,I,IF,5.28,5.37,3.24,60.8,56.0,Mid  ,1669
0.47,Ideal,H,IF,4.99,5.02,3.1,61.9,56.0,Mid  ,1865
0.38,Ideal,I,VS1,4.64,4.71,2.89,61.9,54.1, Low  ,703
0.27,Ideal,D,IF,4.15,4.12,2.58,62.4,56.0, Low  ,893
0.64,Ideal,H,SI2,5.57,5.61,3.4,60.8,56.0,Mid  ,1125
1.01,Ideal,I,SI1,6.35,6.42,3.97,62.2,56.0,Mid  ,4316
0.3,Premium,G,VS1,4.32,4.25,2.68,62.5,55.0, Low  ,776
1.09,Ideal,H,SI1,6.68,6.59,4.14,62.4,55.0,Mid  ,4871
0.9,Premium,G,VS1,6.13,6.06,3.82,62.7,60.0,Mid  ,4460
0.32,Very Good,G,IF,4.37,4.41,2.76,62.9,55.0, Low  ,954
0.51,Ideal,F,SI1,5.25,5.21,3.14,60.0,57.0,Mid  ,1406
1.52,Very Good,I,SI1,7.3,7.33,4.58,62.6,60.0,High  ,8703
2.02,Very Good,H,SI1,8.14,8.21,4.85,59.3,60.0,High  ,18236
1.0,Very Good,D,SI2,6.32,6.37,4.04,63.7,55.0,Mid  ,4419
0.32,Ideal,E,VS2,4.42,4.43,2.74,61.9,55.0, Low  ,702
0.33,Premium,G,VS1,4.45,4.39,2.73,61.8,59.0, Low  ,854
0.43,Good,E,SI1,4.8,4.83,3.04,63.1,56.0, Low  ,739
0.45,Good,D,VS2,4.81,4.73,3.04,63.7,61.0,Mid  ,1149
0.45,Good,D,VS2,4.81,4.73,3.04,63.7,61.0,Mid  ,1197
1.0,Premium,F,VS2,6.38,6.35,3.97,62.4,60.0,Mid  ,6468
0.42,Very Good,G,VVS2,4.78,4.82,2.9,60.4,59.0,Mid  ,1031
1.22,Ideal,E,VS1,6.84,6.88,4.24,61.8,56.0,High  ,10823
1.0,Good,E,VS2,6.24,6.2,3.99,64.0,58.0,Mid  ,5376
1.13,Ideal,G,VS2,6.61,6.65,4.16,62.7,56.0,High  ,6891
0.71,Very Good,F,SI1,5.72,5.81,3.56,61.8,58.0,Mid  ,2436
0.53,Premium,F,SI1,5.21,5.23,3.18,60.9,59.0,Mid  ,1428
1.01,Very Good,G,VS2,6.34,6.37,3.97,62.5,59.0,Mid  ,6204
0.9,Very Good,J,VS1,6.11,6.21,3.85,62.5,56.0,Mid  ,3188
1.22,Ideal,H,SI2,6.87,6.93,4.26,61.7,56.0,Mid  ,5502
0.34,Ideal,D,SI1,4.48,4.51,2.75,61.2,57.0, Low  ,626
1.0,Premium,D,VS1,6.41,6.34,3.96,62.1,55.0,High  ,7812
1.63,Ideal,E,SI1,7.66,7.62,4.62,60.5,59.0,High  ,14022
0.38,Premium,F,VS1,4.71,4.64,2.93,62.7,57.0,Mid  ,1101
0.3,Good,D,SI2,4.26,4.3,2.71,63.3,57.0, Low  ,447
0.4,Good,J,VS1,4.69,4.66,2.99,64.0,56.0, Low  ,734
1.27,Ideal,G,VS2,6.89,6.95,4.29,62.0,58.0,High  ,8915
0.3,Ideal,E,VS2,4.33,4.31,2.67,61.8,56.0, Low  ,844
0.72,Ideal,E,SI2,5.75,5.78,3.59,62.3,54.0,Mid  ,2398
0.34,Ideal,H,VVS2,4.48,4.5,2.77,61.7,55.0, Low  ,667
1.29,Premium,I,SI1,7.03,6.96,4.35,62.2,58.0,Mid  ,6140
0.53,Ideal,E,VS2,5.23,5.18,3.2,61.5,56.0,Mid  ,1801
0.59,Premium,D,SI2,5.42,5.37,3.3,61.2,60.0,Mid  ,1572
0.9,Fair,H,VS2,6.07,6.03,3.92,64.8,58.0,Mid  ,3538
0.4,Very Good,J,VS1,4.69,4.72,2.92,62.1,57.0, Low  ,606
0.41,Very Good,J,VVS1,4.79,4.83,2.89,60.1,58.0, Low  ,775
0.42,Ideal,G,IF,4.83,4.85,3.0,62.0,53.0,Mid  ,1289
0.52,Ideal,I,SI1,5.17,5.19,3.21,62.0,54.0,Mid  ,1019
0.59,Very Good,F,SI1,5.35,5.4,3.41,63.4,54.0,Mid  ,2000
1.11,Ideal,D,VVS1,6.63,6.64,4.12,62.1,55.0,High  ,14584
1.15,Premium,I,VS2,6.74,6.67,4.2,62.6,56.0,Mid  ,5120
0.41,Premium,E,SI1,4.77,4.72,2.98,62.8,58.0, Low  ,904
0.7,Very Good,G,VVS2,5.78,5.82,3.44,59.3,62.0,Mid  ,2905
0.93,Very Good,D,SI1,6.24,6.3,3.81,60.8,60.0,Mid  ,3880
0.35,Ideal,E,SI2,4.55,4.51,2.78,61.4,56.0, Low  ,630
0.31,Premium,I,VVS2,4.4,4.38,2.71,61.7,58.0, Low  ,698
0.72,Ideal,G,VS1,5.74,5.79,3.54,61.5,57.0,Mid  ,3478
0.26,Ideal,G,VS2,4.09,4.1,2.55,62.3,54.0, Low  ,397
0.41,Ideal,D,SI1,4.78,4.73,2.94,61.8,56.0,Mid  ,1122
0.42,Ideal,E,VVS1,4.78,4.79,2.98,62.3,57.0,Mid  ,1400
0.32,Ideal,H,VS1,4.42,4.39,2.76,62.7,56.0, Low  ,672
1.5,Good,D,SI2,7.35,7.26,4.46,61.1,64.0,High  ,7862
0.51,Premium,G,VS1,5.11,5.09,3.17,62.2,58.0,Mid  ,1662
0.31,Ideal,F,IF,4.37,4.33,2.69,61.8,54.0,Mid  ,1046
0.91,Premium,D,SI1,6.25,6.18,3.82,61.5,59.0,Mid  ,4165
1.5,Premium,I,VVS1,7.32,7.29,4.56,62.4,60.0,High  ,11155
2.01,Premium,J,VS2,8.13,8.09,4.91,60.5,60.0,High  ,13400
0.52,Very Good,E,SI1,5.29,5.33,3.1,58.4,58.0,Mid  ,1382
0.32,Very Good,F,VVS1,4.45,4.47,2.65,59.4,59.0, Low  ,886
0.58,Premium,E,SI1,5.33,5.32,3.34,62.7,58.0,Mid  ,1641
0.24,Very Good,F,VVS2,3.95,3.98,2.46,62.0,58.0, Low  ,552
0.28,Ideal,H,VS1,4.18,4.21,2.61,62.2,54.0, Low  ,476
0.31,Very Good,E,SI1,4.31,4.33,2.71,62.7,58.0, Low  ,544
0.38,Good,H,SI1,4.58,4.62,2.91,63.3,57.0, Low  ,633
0.3,Premium,D,VS2,4.32,4.35,2.64,60.9,58.0, Low  ,710
1.5,Premium,G,SI2,7.55,7.4,4.34,58.3,61.0,High  ,6720
0.9,Very Good,G,SI2,6.14,6.19,3.82,62.0,59.0,Mid  ,3445
0.41,Premium,E,VS1,4.78,4.82,2.9,60.4,58.0,Mid  ,1079
0.27,Very Good,F,VVS1,4.19,4.22,2.51,59.7,59.0, Low  ,544
0.71,Good,F,SI2,5.58,5.61,3.6,64.5,55.6,Mid  ,2282
0.9,Premium,F,SI2,6.18,6.15,3.84,62.3,57.0,Mid  ,3704
1.11,Premium,H,SI1,6.63,6.59,4.09,61.9,58.0,Mid  ,4960
1.56,Premium,F,SI1,7.56,7.52,4.53,60.1,60.0,High  ,11299
0.63,Very Good,H,VS1,5.5,5.54,3.37,61.1,57.0,Mid  ,1991
0.48,Ideal,H,VVS2,4.98,5.02,3.12,62.5,56.0,Mid  ,1590
1.01,Ideal,G,VS2,6.45,6.42,3.98,61.8,56.0,Mid  ,6108
0.9,Premium,F,SI2,6.16,6.09,3.84,62.7,58.0,Mid  ,3780
0.26,Ideal,H,VVS1,4.16,4.11,2.53,61.2,56.0, Low  ,600
2.01,Premium,F,SI1,8.21,8.18,4.88,59.5,58.0,High  ,14502
0.9,Premium,F,SI2,6.35,6.28,3.81,60.3,55.0,Mid  ,3704
0.71,Ideal,D,SI2,5.74,5.78,3.54,61.5,56.0,Mid  ,2610
0.51,Very Good,F,VS2,5.07,5.05,3.2,63.2,58.0,Mid  ,1417
1.01,Very Good,F,VS2,6.41,6.37,4.03,63.1,56.0,Mid  ,6267
0.51,Ideal,E,SI1,5.11,5.16,3.16,61.5,57.0,Mid  ,1682
1.29,Ideal,J,SI1,7.0,7.06,4.32,61.5,57.0,Mid  ,6097
0.55,Ideal,F,VS1,5.28,5.24,3.23,61.4,55.0,Mid  ,1901
0.31,Ideal,G,VS1,4.39,4.43,2.69,61.0,55.0, Low  ,625
0.4,Premium,F,VVS1,4.76,4.74,2.89,60.8,59.0,Mid  ,1323
0.7,Ideal,I,VS2,5.68,5.72,3.54,62.1,54.6,Mid  ,2240
3.01,Good,I,SI2,9.06,9.01,5.77,63.9,60.0,High  ,18242
0.37,Premium,F,VS2,4.69,4.63,2.76,59.2,61.0, Low  ,894
1.1,Premium,E,VVS2,6.69,6.76,4.04,60.1,58.0,High  ,10387
1.0,Premium,G,VS2,6.43,6.39,3.98,62.1,57.0,Mid  ,5806
0.9,Very Good,H,SI2,6.12,6.19,3.76,61.1,63.0,Mid  ,3160
1.33,Very Good,H,SI2,7.07,7.11,4.31,60.8,59.0,Mid  ,6071
0.53,Ideal,E,VS2,5.21,5.17,3.21,61.8,56.0,Mid  ,1801
1.04,Premium,F,SI1,6.5,6.43,4.06,62.8,57.0,Mid  ,5650
1.2,Premium,J,SI2,6.81,6.78,4.15,61.1,59.0,Mid  ,4234
3.0,Good,I,I1,9.38,9.31,5.33,57.0,64.0,High  ,10863
0.9,Very Good,I,VS2,6.12,6.2,3.85,62.5,57.0,Mid  ,3209
1.2,Very Good,I,SI1,6.75,6.71,4.21,62.6,59.0,Mid  ,5522
1.12,Very Good,G,SI2,6.51,6.47,4.12,63.4,57.0,Mid  ,3700
1.04,Ideal,F,SI2,6.4,6.48,4.02,62.4,56.0,Mid  ,4486
0.3,Ideal,E,VVS2,4.28,4.32,2.68,62.3,56.0, Low  ,766
2.03,Premium,H,VS2,8.06,8.1,5.06,62.6,59.0,High  ,17975
1.23,Ideal,H,VS2,7.05,6.99,4.14,59.0,57.0,Mid  ,6406
0.43,Premium,D,SI2,4.91,4.85,2.96,60.7,58.0, Low  ,919
1.06,Ideal,E,VS1,6.52,6.49,4.04,62.1,57.0,High  ,8567
1.01,Very Good,H,SI1,6.37,6.42,4.0,62.5,58.0,Mid  ,4052
0.91,Premium,D,SI1,6.25,6.3,3.78,60.2,60.0,Mid  ,4429
0.64,Premium,E,VVS2,5.56,5.51,3.44,62.1,58.0,Mid  ,2870
1.09,Good,D,SI2,6.57,6.49,4.16,63.8,60.0,Mid  ,4682
1.01,Very Good,E,VVS1,6.39,6.36,4.02,63.1,57.0,High  ,10891
0.42,Very Good,H,SI1,4.79,4.77,3.02,63.2,58.0, Low  ,898
0.53,Ideal,F,VS2,5.17,5.2,3.23,62.3,55.0,Mid  ,1566
1.11,Very Good,D,VS2,6.64,6.61,4.18,63.2,57.0,High  ,8006
0.5,Very Good,F,SI2,5.08,5.12,3.18,62.4,56.0,Mid  ,1147
2.03,Ideal,I,SI1,8.06,8.11,5.06,62.6,55.0,High  ,14548
0.38,Ideal,D,VVS2,4.71,4.77,2.86,60.3,57.0, Low  ,992
0.32,Premium,H,SI1,4.39,4.38,2.72,62.0,58.0, Low  ,591
0.33,Ideal,G,VVS2,4.45,4.43,2.78,62.6,53.0, Low  ,901
0.59,Ideal,F,VVS2,5.36,5.38,3.33,62.0,55.0,Mid  ,2611
0.35,Premium,H,SI1,4.54,4.47,2.81,62.4,58.0, Low  ,647
1.13,Premium,H,SI2,6.69,6.61,4.17,62.7,55.0,Mid  ,4746
0.8,Very Good,F,SI1,5.9,5.96,3.65,61.6,59.0,Mid  ,2745
0.3,Fair,E,VS1,4.47,4.49,2.52,56.3,62.0, Low  ,640
1.51,Ideal,G,VS1,7.38,7.48,4.5,60.6,57.0,High  ,14375
1.06,Premium,F,SI1,6.51,6.56,4.07,62.4,58.0,Mid  ,4774
0.24,Premium,E,VVS1,4.01,4.03,2.44,60.7,58.0, Low  ,553
0.65,Ideal,D,VVS1,5.53,5.56,3.43,61.9,56.0,Mid  ,4320
0.32,Ideal,D,VS2,4.48,4.45,2.7,60.5,56.0, Low  ,972
0.44,Good,H,SI1,4.82,4.85,3.07,63.5,57.0, Low  ,733
0.5,Ideal,G,VVS2,5.05,5.09,3.15,62.1,55.0,Mid  ,1838
0.9,Very Good,G,SI2,6.16,6.21,3.8,61.4,58.0,Mid  ,3489
0.25,Very Good,F,VVS2,4.09,4.12,2.48,60.4,59.0, Low  ,575
0.51,Fair,F,VVS2,5.21,5.11,3.13,60.7,66.0,Mid  ,4368
0.49,Premium,G,VS2,5.13,5.06,3.11,61.0,59.0,Mid  ,1225
2.05,Premium,I,VS2,8.26,8.19,5.0,60.8,58.0,High  ,16896
0.9,Fair,F,VS1,5.96,5.92,3.9,65.7,59.0,Mid  ,3750
2.1,Ideal,I,SI2,8.2,8.22,5.08,61.9,56.0,High  ,15511
0.44,Premium,H,VS2,4.88,4.91,3.0,61.3,58.0, Low  ,810
0.31,Ideal,H,SI1,4.44,4.36,2.7,61.4,55.0, Low  ,573
0.42,Very Good,F,SI1,4.78,4.81,2.99,62.3,56.0, Low  ,788
1.2,Very Good,I,SI1,6.74,6.77,4.23,62.6,57.0,Mid  ,5476
1.51,Very Good,H,VS2,7.24,7.21,4.56,63.1,57.0,High  ,8219
1.16,Ideal,I,SI1,6.71,6.67,4.19,62.6,57.0,Mid  ,5091
1.01,Ideal,H,VS2,6.42,6.48,3.99,61.9,57.0,Mid  ,5028
0.35,Premium,F,VS2,4.45,4.51,2.78,62.1,60.0, Low  ,706
0.42,Ideal,E,SI1,4.84,4.81,3.02,62.6,57.0, Low  ,992
0.27,Very Good,E,VVS2,4.15,4.17,2.58,62.0,60.0, Low  ,552
0.37,Premium,F,SI1,4.59,4.62,2.83,61.5,59.0, Low  ,616
1.5,Very Good,G,VS1,7.31,7.24,4.49,61.7,63.0,High  ,12862
0.32,Very Good,I,VS1,4.31,4.37,2.71,62.4,56.0, Low  ,505
0.31,Ideal,E,VS1,4.34,4.33,2.68,61.8,56.0, Low  ,942
1.19,Ideal,D,VVS2,6.86,6.76,4.22,62.0,57.0,High  ,12912
0.7,Very Good,F,SI1,5.66,5.69,3.53,62.2,58.0,Mid  ,2230
1.01,Premium,I,SI1,6.45,6.51,3.99,61.6,58.0,Mid  ,3944
0.31,Ideal,E,VS2,4.4,4.39,2.67,60.8,54.0, Low  ,872
0.31,Ideal,D,VS2,4.35,4.41,2.72,62.1,54.0, Low  ,734
1.21,Ideal,E,VS1,6.83,6.8,4.24,62.2,57.0,High  ,8348
1.52,Premium,G,VVS1,7.32,7.35,4.6,62.7,59.0,High  ,12498
0.51,Very Good,G,VVS2,5.11,5.07,3.23,63.5,56.0,Mid  ,1842
1.46,Premium,G,SI2,7.34,7.29,4.35,59.5,59.0,High  ,7931
1.06,Fair,I,I1,6.47,6.33,4.13,64.5,57.0,Mid  ,2239
0.4,Good,H,SI2,4.67,4.7,2.99,63.8,57.0, Low  ,561
0.76,Ideal,H,VVS2,5.84,5.91,3.63,61.8,57.0,Mid  ,2690
0.24,Very Good,F,VS1,3.94,3.97,2.47,62.5,55.0, Low  ,373
1.01,Ideal,E,SI1,6.5,6.47,3.96,61.1,57.0,Mid  ,6346
0.33,Premium,H,IF,4.4,4.44,2.73,61.8,60.0, Low  ,868
1.18,Ideal,G,VS1,6.81,6.83,4.17,61.3,56.0,High  ,8414
0.73,Ideal,H,IF,5.77,5.83,3.56,61.4,59.0,Mid  ,3429
0.9,Ideal,I,SI1,6.22,6.25,3.79,60.8,57.0,Mid  ,3308
1.22,Very Good,F,SI1,6.8,6.74,4.27,63.1,58.0,Mid  ,6530
0.2,Ideal,E,VS2,3.86,3.84,2.3,59.7,55.0, Low  ,367
1.2,Premium,E,SI1,6.75,6.71,4.21,62.5,56.0,High  ,6742
0.33,Ideal,I,IF,4.41,4.45,2.72,61.4,56.0, Low  ,694
1.06,Ideal,G,VVS1,6.53,6.55,4.03,61.6,57.0,High  ,8488
0.54,Very Good,E,SI1,5.23,5.37,3.19,60.2,58.0,Mid  ,1358
0.55,Ideal,F,VS1,5.23,5.29,3.24,61.6,57.0,Mid  ,1881
1.01,Ideal,F,SI1,6.41,6.46,3.99,62.0,56.0,High  ,6907
1.01,Ideal,H,SI1,6.5,6.54,3.94,60.4,58.0,Mid  ,5020
1.04,Very Good,I,SI1,6.42,6.49,4.06,62.9,54.0,Mid  ,4948
0.51,Ideal,E,VS2,5.18,5.13,3.18,61.7,54.0,Mid  ,1781
1.51,Very Good,G,SI2,7.36,7.4,4.46,60.5,54.6,High  ,8637
1.29,Ideal,H,VS1,6.97,7.02,4.32,61.8,56.0,High  ,9273
0.29,Ideal,E,IF,4.25,4.29,2.64,61.9,57.0, Low  ,815
2.0,Very Good,J,VS1,8.14,8.18,4.97,61.0,51.6,High  ,13203
1.01,Good,E,SI1,6.23,6.28,4.02,64.3,59.0,Mid  ,5379
1.56,Good,J,VS2,7.41,7.36,4.6,62.3,64.0,High  ,8107
1.5,Ideal,F,SI2,7.28,7.26,4.57,62.9,55.0,High  ,9996
0.51,Ideal,E,VS2,5.16,5.12,3.18,61.9,56.0,Mid  ,1781
1.59,Ideal,H,VVS2,7.43,7.47,4.67,62.6,54.0,High  ,12971
1.5,Good,H,I1,7.18,7.05,4.56,64.0,56.0,Mid  ,4022
0.31,Ideal,F,VVS1,4.32,4.34,2.7,62.4,55.0, Low  ,921
1.01,Very Good,F,VS2,6.3,6.36,4.0,63.2,59.0,Mid  ,6540
0.59,Very Good,H,VS1,5.37,5.41,3.35,62.1,55.0,Mid  ,1757
0.41,Very Good,D,SI1,4.72,4.68,2.98,63.4,55.0, Low  ,947
1.01,Premium,F,SI2,6.46,6.4,3.86,60.0,60.0,Mid  ,3717
0.5,Ideal,D,VS1,5.09,5.12,3.16,61.9,55.0,Mid  ,1937
0.43,Ideal,E,VS2,4.84,4.8,3.0,62.2,57.0,Mid  ,1048
0.49,Very Good,D,SI1,5.14,5.2,3.03,58.6,60.0,Mid  ,1174
0.32,Ideal,G,VVS1,4.41,4.37,2.71,61.7,56.0, Low  ,936
1.1,Premium,I,SI2,6.8,6.64,4.01,59.7,62.0,Mid  ,3604
0.85,Ideal,G,SI1,6.05,6.1,3.77,62.1,56.0,Mid  ,3766
0.9,Fair,G,I1,5.96,5.88,3.91,66.0,58.0,Mid  ,2310
0.7,Premium,E,SI1,6.65,5.73,3.48,61.2,62.0,Mid  ,2396
0.25,Very Good,E,VVS1,3.99,4.02,2.52,62.9,59.0, Low  ,576
0.5,Ideal,G,VVS2,5.1,5.13,3.13,61.2,56.0,Mid  ,1838
1.59,Ideal,I,VS2,7.54,7.48,4.59,61.1,55.0,High  ,9972
1.03,Ideal,F,VS2,6.52,6.49,4.05,62.3,56.0,High  ,6922
1.11,Good,J,IF,6.77,6.84,3.97,58.3,62.0,Mid  ,5361
3.24,Premium,H,I1,9.44,9.4,5.85,62.1,58.0,High  ,12300
0.84,Premium,E,VS2,6.04,5.98,3.75,62.4,60.0,Mid  ,3528
0.5,Very Good,E,SI1,5.06,5.07,3.17,62.6,56.0,Mid  ,1222
0.32,Ideal,H,VS1,4.44,4.46,2.72,61.1,56.0, Low  ,561
0.31,Ideal,G,IF,4.3,4.32,2.7,62.6,57.0, Low  ,924
0.54,Ideal,D,SI1,5.23,5.19,3.26,62.6,55.0,Mid  ,1715
0.3,Ideal,H,VVS2,4.29,4.32,2.69,62.5,55.0, Low  ,581
0.52,Premium,E,VS1,5.29,5.25,3.12,59.2,59.0,Mid  ,1739
1.52,Premium,G,VS1,7.37,7.4,4.52,61.2,60.0,High  ,14293
1.09,Premium,H,SI2,6.61,6.55,4.08,62.0,57.0,Mid  ,4700
0.51,Ideal,D,VS2,5.11,5.13,3.17,61.9,55.0,Mid  ,1787
1.02,Premium,G,SI2,6.43,6.4,4.01,62.5,58.0,Mid  ,4552
0.3,Ideal,G,IF,4.31,4.34,2.67,61.7,55.0, Low  ,895
0.82,Very Good,E,SI1,5.96,6.0,3.71,62.0,60.0,Mid  ,3373
1.31,Ideal,G,VS2,7.08,7.05,4.37,61.9,56.0,High  ,9085
0.35,Ideal,D,VS1,4.53,4.58,2.78,61.0,56.0,Mid  ,1065
0.31,Very Good,G,VVS1,4.37,4.41,2.65,60.4,59.0, Low  ,816
1.1,Good,G,SI1,6.52,6.55,4.14,63.4,57.0,Mid  ,4997
0.9,Good,F,SI2,6.08,6.0,3.88,64.2,62.0,Mid  ,2964
1.63,Very Good,G,SI1,7.48,7.44,4.66,62.5,58.0,High  ,11990
0.33,Premium,H,IF,4.39,4.42,2.73,62.0,58.0, Low  ,868
0.42,Ideal,D,VS1,4.9,4.8,2.98,61.4,55.0,Mid  ,1075
0.57,Very Good,G,VS2,5.31,5.37,3.24,60.7,58.0,Mid  ,1565
0.9,Very Good,D,VS1,6.15,6.09,3.88,63.4,58.0,Mid  ,5511
0.33,Very Good,G,VS2,4.49,4.51,2.67,59.3,61.0, Low  ,579
0.71,Ideal,E,VVS2,5.73,5.77,3.57,62.0,53.9,Mid  ,4042
1.13,Ideal,H,SI1,6.66,6.69,4.16,62.3,56.0,Mid  ,5384
1.02,Very Good,G,VS1,6.44,6.48,4.0,61.9,58.0,High  ,6694
1.16,Fair,G,SI1,6.54,6.51,4.3,65.9,55.0,Mid  ,4612
0.7,Ideal,G,SI1,5.79,5.77,3.52,60.9,57.0,Mid  ,2415
0.3,Premium,E,VS2,4.36,4.4,2.63,60.0,60.0, Low  ,658
0.52,Ideal,F,VS2,5.13,5.17,3.18,61.8,55.4,Mid  ,1620
1.01,Good,E,SI1,6.25,6.28,3.96,63.2,59.0,Mid  ,4619
0.42,Premium,G,VVS1,4.84,4.82,2.91,60.2,59.0,Mid  ,1235
1.0,Premium,H,VS1,6.44,6.4,3.9,60.7,59.0,Mid  ,5387
0.54,Premium,E,VS1,5.32,5.26,3.19,60.3,58.0,Mid  ,2041
1.0,Premium,E,SI2,6.3,6.23,3.94,62.9,61.0,Mid  ,3450
0.5,Ideal,G,SI2,5.1,5.13,3.14,61.4,57.0,Mid  ,1107
0.38,Good,J,VVS2,4.56,4.62,2.91,63.4,56.0, Low  ,666
0.41,Ideal,F,VS2,4.8,4.78,2.96,61.8,56.0,Mid  ,1107
0.31,Good,D,SI2,4.32,4.35,2.76,63.7,55.0, Low  ,462
0.79,Premium,G,VS2,6.09,6.01,3.59,59.3,62.0,Mid  ,2839
0.32,Ideal,H,VS1,4.41,4.43,2.73,61.8,53.0, Low  ,516
1.01,Very Good,E,SI1,6.47,6.51,3.87,59.6,61.0,Mid  ,5411
1.04,Very Good,H,SI2,6.39,6.45,4.04,62.9,57.0,Mid  ,4435
0.31,Ideal,D,SI1,4.34,4.37,2.72,62.5,53.0, Low  ,533
0.32,Premium,E,VVS2,4.42,4.36,2.7,61.5,58.0,Mid  ,1080
